ID,damage_grade,Usage
62884,2.0,Private
252262,2.0,Private
318941,5.0,Public
126925,3.0,Public
363432,2.0,Private
112996,4.0,Private
386234,4.0,Private
304759,4.0,Private
18564,5.0,Private
290616,1.0,Public
40650,5.0,Public
156126,5.0,Public
378957,5.0,Private
26061,5.0,Private
120291,5.0,Private
49382,2.0,Private
41947,5.0,Private
307978,4.0,Private
88641,2.0,Private
111225,5.0,Private
9810,4.0,Public
198271,3.0,Private
166063,5.0,Public
355793,5.0,Public
324737,5.0,Private
115867,5.0,Private
275282,3.0,Private
190704,5.0,Private
163689,4.0,Private
238621,5.0,Public
9316,4.0,Public
121643,5.0,Private
285842,1.0,Public
322865,3.0,Private
289440,2.0,Private
314886,3.0,Private
230007,5.0,Private
102578,1.0,Private
269794,1.0,Public
15138,1.0,Private
210626,2.0,Private
53220,4.0,Public
326033,5.0,Private
12297,5.0,Public
212682,5.0,Public
170717,4.0,Private
223884,5.0,Private
102592,4.0,Private
13205,5.0,Private
69395,2.0,Private
325867,2.0,Private
15511,3.0,Public
236628,5.0,Private
185592,5.0,Public
273287,4.0,Private
317685,5.0,Private
317948,4.0,Private
239695,1.0,Public
324105,5.0,Private
221465,1.0,Private
182993,4.0,Private
334856,3.0,Private
69027,5.0,Private
226049,4.0,Public
191180,1.0,Private
199023,3.0,Private
129546,4.0,Private
294964,2.0,Private
113625,1.0,Private
59522,5.0,Private
26233,4.0,Public
153196,4.0,Private
282259,3.0,Public
194319,4.0,Private
344066,5.0,Private
17904,4.0,Public
364221,3.0,Private
124449,5.0,Private
109172,4.0,Private
333544,5.0,Public
175170,5.0,Private
298479,4.0,Private
183828,3.0,Public
13316,2.0,Private
176460,1.0,Private
32513,1.0,Private
54359,5.0,Public
309277,3.0,Private
78191,3.0,Public
159005,5.0,Private
44728,2.0,Private
236136,5.0,Private
110420,4.0,Private
337384,4.0,Private
221033,1.0,Private
359960,4.0,Private
59441,4.0,Private
373501,4.0,Private
185746,1.0,Private
109605,3.0,Public
357985,3.0,Private
220710,5.0,Private
98236,2.0,Private
96368,4.0,Public
11972,3.0,Private
335621,5.0,Public
262019,4.0,Public
34257,5.0,Private
262955,4.0,Private
351976,5.0,Private
331553,4.0,Private
137295,4.0,Private
42694,2.0,Private
234859,2.0,Private
344536,3.0,Private
365248,5.0,Private
22384,3.0,Private
149499,4.0,Private
337944,5.0,Private
239765,1.0,Private
32379,5.0,Public
219106,4.0,Private
353729,1.0,Private
355593,3.0,Private
209089,4.0,Private
221187,2.0,Public
15572,4.0,Public
245259,4.0,Private
106333,4.0,Private
373175,5.0,Private
319856,5.0,Private
368272,5.0,Private
221479,3.0,Private
176850,3.0,Private
312786,3.0,Private
313759,3.0,Public
272972,3.0,Private
85236,3.0,Private
44749,5.0,Public
291218,4.0,Private
134676,5.0,Private
129931,3.0,Public
177243,4.0,Public
255128,5.0,Public
134322,5.0,Private
105787,5.0,Public
291994,5.0,Private
277172,4.0,Private
282161,5.0,Private
2582,1.0,Public
385719,4.0,Public
136093,4.0,Private
251464,1.0,Private
372705,1.0,Private
261088,3.0,Private
37139,2.0,Private
379591,1.0,Public
3461,1.0,Public
136189,4.0,Private
20190,4.0,Private
131302,5.0,Private
241220,1.0,Public
18182,4.0,Public
224459,5.0,Private
80492,3.0,Public
174044,4.0,Private
310174,4.0,Private
356185,5.0,Public
64971,4.0,Private
111816,4.0,Private
100021,3.0,Public
238312,3.0,Public
321233,3.0,Private
211874,5.0,Public
42622,4.0,Private
201061,4.0,Public
17007,5.0,Public
158016,3.0,Private
268817,2.0,Private
291086,5.0,Private
27795,4.0,Private
308445,4.0,Private
202240,4.0,Private
106555,5.0,Private
175079,4.0,Private
352400,5.0,Private
206076,5.0,Private
29572,5.0,Private
316505,1.0,Private
287199,5.0,Public
26632,5.0,Public
164113,4.0,Private
338775,5.0,Private
56884,2.0,Private
244158,5.0,Public
43962,3.0,Public
114741,2.0,Private
188603,5.0,Private
257026,4.0,Private
337867,4.0,Private
267732,5.0,Public
293188,4.0,Private
223211,5.0,Private
140485,5.0,Private
271472,1.0,Public
62333,3.0,Private
95577,4.0,Public
96924,4.0,Public
141894,5.0,Private
221118,5.0,Public
281816,4.0,Public
320214,5.0,Private
210089,1.0,Private
304752,3.0,Public
100458,3.0,Public
17354,3.0,Private
232465,4.0,Private
8644,3.0,Public
363204,3.0,Private
60657,5.0,Private
152536,1.0,Public
334910,3.0,Private
23913,1.0,Private
369464,5.0,Private
301544,3.0,Public
342282,4.0,Private
385511,2.0,Private
9726,3.0,Public
217564,4.0,Private
368999,4.0,Public
78977,5.0,Private
37981,1.0,Public
1941,5.0,Private
363423,5.0,Private
28778,3.0,Public
131800,4.0,Public
158794,5.0,Public
52096,3.0,Private
220398,5.0,Private
288974,5.0,Private
195103,4.0,Private
51212,5.0,Public
166391,5.0,Public
197700,5.0,Private
243789,4.0,Private
25470,4.0,Private
241575,1.0,Private
41123,2.0,Private
292240,2.0,Public
26896,1.0,Public
104430,3.0,Public
363253,1.0,Private
30563,5.0,Private
62471,3.0,Private
116162,3.0,Public
77372,4.0,Public
64157,4.0,Private
299943,5.0,Public
143130,4.0,Private
760,4.0,Private
249371,5.0,Private
247255,4.0,Private
1415,3.0,Private
30575,1.0,Private
168925,5.0,Private
373652,1.0,Private
161,5.0,Private
164746,5.0,Private
298443,4.0,Private
189594,4.0,Private
316769,5.0,Private
137502,3.0,Private
217064,1.0,Public
114716,5.0,Private
115099,5.0,Private
56238,5.0,Private
89090,4.0,Private
259089,4.0,Public
174305,5.0,Private
21840,5.0,Private
291309,3.0,Private
369357,2.0,Private
35342,1.0,Private
174897,5.0,Public
309301,4.0,Public
375879,4.0,Private
164877,4.0,Private
11760,4.0,Private
135143,5.0,Private
274853,2.0,Private
134426,2.0,Private
311501,1.0,Private
208186,4.0,Private
66152,5.0,Public
161482,2.0,Private
239977,2.0,Public
249784,3.0,Private
348369,5.0,Private
49324,2.0,Private
328298,3.0,Private
351510,4.0,Private
275331,3.0,Public
28755,5.0,Public
360099,5.0,Public
81856,1.0,Private
176153,3.0,Public
167915,5.0,Private
137166,4.0,Public
12071,5.0,Public
112882,5.0,Private
236577,5.0,Private
58662,5.0,Private
29482,3.0,Public
285488,5.0,Private
182128,1.0,Private
339249,5.0,Public
224260,5.0,Private
337406,5.0,Private
312893,5.0,Public
154362,5.0,Public
366957,1.0,Private
83710,5.0,Public
143861,2.0,Private
147541,4.0,Private
66820,5.0,Public
123275,3.0,Private
161070,3.0,Private
341280,3.0,Public
247538,5.0,Public
266427,5.0,Private
150908,5.0,Private
301954,3.0,Public
381742,3.0,Private
332979,5.0,Private
257538,5.0,Private
302853,5.0,Private
156776,5.0,Private
232563,3.0,Private
306865,4.0,Public
190504,3.0,Public
218698,3.0,Private
42139,4.0,Private
341839,4.0,Public
11157,4.0,Public
231774,2.0,Public
269100,1.0,Private
135352,5.0,Public
155477,5.0,Private
263543,2.0,Public
192949,4.0,Private
371432,5.0,Public
221412,5.0,Private
45407,3.0,Private
12743,5.0,Private
262105,5.0,Private
197305,5.0,Public
77234,4.0,Public
343349,3.0,Private
39742,2.0,Private
156739,4.0,Public
324121,5.0,Private
37999,5.0,Private
42508,2.0,Private
246839,4.0,Public
379170,5.0,Private
23342,5.0,Private
48772,4.0,Public
108653,1.0,Private
331049,2.0,Private
352711,4.0,Private
241647,5.0,Private
204961,2.0,Private
246054,4.0,Public
279770,5.0,Private
149147,3.0,Private
121725,2.0,Private
27215,2.0,Private
260017,4.0,Private
8492,1.0,Public
193119,3.0,Private
360520,5.0,Private
98792,3.0,Private
107727,2.0,Private
213099,5.0,Private
138847,3.0,Private
168993,3.0,Private
88072,2.0,Private
5922,4.0,Public
188569,5.0,Private
299417,3.0,Private
252987,5.0,Private
113142,4.0,Private
318130,5.0,Private
51260,3.0,Private
340411,4.0,Private
334709,5.0,Private
365263,3.0,Private
210275,5.0,Public
163516,1.0,Private
103450,1.0,Private
319707,5.0,Private
184322,4.0,Private
16884,5.0,Private
280186,2.0,Public
55711,2.0,Public
165234,4.0,Public
257958,3.0,Private
91351,5.0,Private
283034,2.0,Private
180033,1.0,Private
318709,5.0,Private
250699,2.0,Private
159927,5.0,Public
301721,4.0,Private
194839,5.0,Private
3823,5.0,Private
368812,3.0,Private
277571,3.0,Public
77932,5.0,Private
94171,4.0,Private
283269,3.0,Private
51507,3.0,Public
293107,4.0,Private
2450,4.0,Private
307310,2.0,Public
83579,4.0,Private
258464,4.0,Private
295319,4.0,Private
31660,4.0,Public
104256,5.0,Public
5285,4.0,Private
73923,4.0,Private
4998,2.0,Private
153135,5.0,Private
108902,4.0,Private
23689,3.0,Public
249319,4.0,Public
342087,5.0,Private
154433,3.0,Private
378153,2.0,Private
160555,5.0,Private
149726,3.0,Public
228665,5.0,Private
170574,5.0,Private
96966,1.0,Private
266814,3.0,Public
74982,3.0,Private
264698,1.0,Private
309888,1.0,Private
265765,5.0,Private
375477,1.0,Private
52784,5.0,Private
175491,1.0,Private
167099,3.0,Public
79647,5.0,Private
128465,4.0,Private
55306,1.0,Private
212008,5.0,Public
371532,5.0,Public
173369,4.0,Public
147105,4.0,Private
127207,4.0,Private
223947,5.0,Public
232677,5.0,Public
346885,3.0,Public
306713,2.0,Private
22940,4.0,Private
136099,3.0,Private
337372,5.0,Private
140008,1.0,Private
287319,4.0,Public
173844,5.0,Private
310773,1.0,Public
352085,1.0,Public
87790,5.0,Private
255678,5.0,Private
304548,4.0,Private
155387,5.0,Private
278276,5.0,Private
121170,5.0,Private
76434,3.0,Private
159824,3.0,Private
79880,4.0,Private
257368,1.0,Private
146938,5.0,Private
50210,3.0,Public
85241,4.0,Public
265233,4.0,Public
165936,5.0,Private
237759,4.0,Private
239063,5.0,Private
198207,3.0,Private
55151,3.0,Private
325415,5.0,Public
322737,3.0,Public
272207,3.0,Private
386155,5.0,Public
21101,4.0,Public
238391,2.0,Public
136637,4.0,Private
60884,4.0,Private
235913,5.0,Private
352567,5.0,Private
324509,5.0,Private
17361,4.0,Public
308636,5.0,Private
53214,4.0,Private
62214,4.0,Private
189014,2.0,Private
228286,2.0,Private
265677,5.0,Public
283365,2.0,Private
220988,5.0,Public
7460,4.0,Private
177317,4.0,Private
340704,3.0,Private
7789,2.0,Private
189711,4.0,Private
359442,5.0,Public
16446,4.0,Public
94675,3.0,Private
331633,4.0,Private
278781,5.0,Public
39731,5.0,Private
317042,5.0,Private
32446,2.0,Private
204110,5.0,Public
195168,2.0,Private
91697,3.0,Public
303503,5.0,Private
17421,5.0,Private
313767,4.0,Private
375291,1.0,Private
28647,4.0,Public
195819,5.0,Private
370221,5.0,Private
62168,4.0,Private
253267,4.0,Private
5451,1.0,Private
158952,5.0,Public
288760,4.0,Public
271829,5.0,Private
278388,5.0,Private
270844,3.0,Public
368494,3.0,Public
319286,2.0,Private
276716,2.0,Private
40658,1.0,Private
8805,5.0,Public
250427,2.0,Private
274453,3.0,Private
23995,1.0,Public
46152,5.0,Public
254225,4.0,Public
1329,3.0,Public
798,4.0,Private
381707,5.0,Private
56672,3.0,Private
363185,5.0,Public
386294,5.0,Public
280061,4.0,Public
888,5.0,Public
324562,4.0,Public
252960,2.0,Private
52786,2.0,Private
52223,4.0,Public
172370,4.0,Private
261698,2.0,Private
259002,3.0,Private
182106,5.0,Public
194161,4.0,Public
353326,5.0,Public
306639,4.0,Private
31578,4.0,Private
342678,2.0,Private
145286,4.0,Private
226598,2.0,Public
270994,3.0,Public
209989,4.0,Private
173635,4.0,Public
181331,3.0,Private
126969,5.0,Private
272611,5.0,Public
146747,4.0,Public
22296,3.0,Private
387118,4.0,Public
324992,4.0,Private
148513,1.0,Public
36991,2.0,Public
339942,4.0,Private
39592,5.0,Public
137636,5.0,Private
54885,4.0,Private
331849,5.0,Private
365441,4.0,Private
158596,3.0,Private
85575,2.0,Public
180530,5.0,Private
32500,3.0,Private
207657,5.0,Public
150627,3.0,Private
179346,2.0,Public
355423,4.0,Private
355616,5.0,Private
129386,2.0,Public
289890,5.0,Public
61642,5.0,Private
383374,4.0,Public
82753,1.0,Private
98878,4.0,Public
14602,2.0,Private
360523,4.0,Public
14404,5.0,Private
205968,4.0,Public
311613,3.0,Private
176849,1.0,Private
297794,5.0,Public
53008,5.0,Private
292227,3.0,Private
148953,3.0,Public
63950,4.0,Private
117228,4.0,Public
250192,1.0,Private
319689,1.0,Public
253164,4.0,Private
67501,5.0,Public
269879,4.0,Private
301296,4.0,Private
150899,4.0,Private
336005,5.0,Private
318002,5.0,Private
48767,5.0,Public
282602,3.0,Private
73162,5.0,Public
339,5.0,Private
289428,2.0,Private
145758,3.0,Private
301046,3.0,Private
216278,4.0,Private
284341,3.0,Private
166762,4.0,Private
337669,1.0,Public
165580,2.0,Private
385324,4.0,Public
293714,5.0,Private
181161,2.0,Public
151161,1.0,Private
70711,3.0,Private
325141,1.0,Private
309513,2.0,Public
206915,4.0,Private
204202,5.0,Public
117857,1.0,Private
108324,5.0,Public
366346,5.0,Private
183212,3.0,Private
263497,3.0,Private
382653,5.0,Private
286232,3.0,Private
49646,5.0,Private
155417,4.0,Private
146284,5.0,Private
98785,4.0,Private
100857,1.0,Private
379756,1.0,Private
337697,5.0,Private
332694,3.0,Private
242765,2.0,Public
100307,5.0,Private
289147,5.0,Private
148966,4.0,Public
81346,3.0,Public
116605,1.0,Public
29982,4.0,Private
76592,3.0,Public
127634,5.0,Public
372146,5.0,Private
23053,5.0,Private
351679,4.0,Private
240621,5.0,Private
139382,5.0,Private
287626,2.0,Public
302988,3.0,Private
51426,5.0,Private
155554,2.0,Private
43937,1.0,Public
118413,2.0,Private
112632,2.0,Public
210472,4.0,Private
281840,4.0,Private
90028,5.0,Private
79269,5.0,Public
21053,5.0,Public
311366,2.0,Public
180626,5.0,Public
386521,5.0,Public
126441,5.0,Public
244408,5.0,Private
30882,5.0,Private
305699,5.0,Public
229576,5.0,Private
3575,5.0,Public
204594,4.0,Private
11876,4.0,Public
265961,5.0,Public
19871,5.0,Private
280281,5.0,Public
349640,4.0,Private
124780,1.0,Private
187710,5.0,Public
340036,2.0,Private
352854,3.0,Public
123718,2.0,Public
195800,4.0,Private
68553,4.0,Private
207035,5.0,Private
11551,5.0,Private
11620,4.0,Public
182841,2.0,Private
178627,2.0,Public
215801,5.0,Private
374596,4.0,Private
339312,1.0,Private
117233,3.0,Private
121971,1.0,Private
323449,5.0,Private
228688,3.0,Private
246986,5.0,Private
152221,1.0,Public
113744,4.0,Private
101508,3.0,Private
28617,5.0,Public
233185,5.0,Private
314819,2.0,Private
326386,5.0,Private
65632,2.0,Private
273633,4.0,Private
46828,3.0,Private
41676,3.0,Private
328150,4.0,Private
191622,5.0,Public
204973,4.0,Private
157438,5.0,Private
117746,5.0,Public
261994,5.0,Public
315446,2.0,Private
277604,3.0,Private
10303,2.0,Private
357845,2.0,Private
3322,5.0,Private
278459,3.0,Private
248198,1.0,Private
218494,5.0,Private
384618,1.0,Private
172419,4.0,Public
290698,4.0,Public
358797,5.0,Public
326900,5.0,Private
251365,4.0,Private
360716,2.0,Private
333183,2.0,Public
70776,5.0,Private
340836,4.0,Public
44973,4.0,Private
229947,4.0,Private
336572,2.0,Private
15054,5.0,Private
354705,4.0,Private
286197,1.0,Private
274787,4.0,Private
285508,5.0,Private
145715,3.0,Private
55564,3.0,Private
54989,3.0,Public
85829,3.0,Private
214926,4.0,Private
125777,5.0,Private
277747,2.0,Private
193355,5.0,Private
385078,3.0,Private
275487,5.0,Private
372380,5.0,Private
336441,4.0,Private
174132,4.0,Public
110502,4.0,Private
230555,5.0,Private
30128,4.0,Private
129002,4.0,Public
39842,4.0,Public
206024,1.0,Public
225503,1.0,Private
256600,5.0,Private
182929,4.0,Public
277496,4.0,Private
199683,3.0,Private
243538,5.0,Public
311448,5.0,Private
192120,4.0,Private
154005,1.0,Private
133706,5.0,Private
272591,1.0,Private
51982,4.0,Private
267004,4.0,Private
112789,1.0,Private
272586,5.0,Private
354436,1.0,Private
56086,4.0,Private
280134,2.0,Private
66143,4.0,Private
375146,5.0,Private
359284,5.0,Public
105195,3.0,Public
292721,4.0,Private
282097,5.0,Public
38683,4.0,Private
55698,4.0,Private
341157,4.0,Public
382704,3.0,Private
87570,2.0,Public
347797,5.0,Public
358658,5.0,Private
249569,2.0,Private
343426,4.0,Private
146281,4.0,Private
239467,3.0,Private
228928,3.0,Private
280068,5.0,Private
224186,4.0,Private
143471,5.0,Private
235601,3.0,Private
13609,1.0,Private
244934,5.0,Public
150344,4.0,Private
293623,2.0,Private
260632,5.0,Private
294261,5.0,Private
173640,5.0,Private
19348,2.0,Private
317211,5.0,Private
192012,2.0,Private
159318,4.0,Private
49786,1.0,Public
381444,2.0,Private
140230,4.0,Public
237556,4.0,Public
8667,4.0,Private
202650,2.0,Private
67798,5.0,Public
220723,5.0,Private
77665,4.0,Private
357881,4.0,Public
6319,5.0,Private
336730,4.0,Private
98691,4.0,Private
292221,5.0,Private
61914,3.0,Private
19011,3.0,Private
76961,3.0,Public
323721,4.0,Public
106585,4.0,Private
244936,4.0,Private
199913,5.0,Private
343843,5.0,Private
144582,3.0,Private
223109,5.0,Public
68948,5.0,Private
377218,5.0,Private
263794,4.0,Private
206850,1.0,Public
297128,2.0,Private
356227,4.0,Private
300018,2.0,Public
260307,3.0,Public
106264,5.0,Private
36931,5.0,Private
194708,3.0,Private
160327,5.0,Private
149000,4.0,Public
67268,2.0,Private
178775,5.0,Public
293120,5.0,Private
203269,4.0,Private
93195,3.0,Private
234391,3.0,Public
19529,1.0,Public
153348,5.0,Private
235893,5.0,Private
45636,3.0,Private
9102,1.0,Public
146197,4.0,Private
272756,5.0,Public
118243,3.0,Private
3526,5.0,Public
238911,5.0,Public
83612,2.0,Private
300038,2.0,Private
217133,3.0,Private
384256,5.0,Public
380447,5.0,Private
12976,5.0,Private
322576,4.0,Private
18123,1.0,Public
167686,4.0,Public
330518,3.0,Private
336421,3.0,Private
285599,1.0,Private
346853,4.0,Private
206792,5.0,Private
264220,4.0,Private
334339,4.0,Private
187018,5.0,Private
156449,4.0,Private
233009,2.0,Public
229177,2.0,Private
297949,4.0,Public
188874,3.0,Private
118277,3.0,Public
124111,5.0,Private
162084,4.0,Public
222458,5.0,Private
172230,5.0,Private
386689,3.0,Public
9729,2.0,Public
103327,5.0,Private
363733,5.0,Private
2887,4.0,Private
285805,5.0,Private
244937,5.0,Public
242426,3.0,Public
329740,4.0,Public
174871,2.0,Private
313296,4.0,Private
169361,4.0,Private
154312,5.0,Public
48882,5.0,Public
50497,3.0,Private
341370,1.0,Private
240208,5.0,Public
188864,5.0,Public
272832,2.0,Private
274740,4.0,Private
39202,5.0,Private
27824,5.0,Private
181292,5.0,Private
214832,4.0,Private
12930,5.0,Public
262993,5.0,Private
27236,1.0,Private
4804,5.0,Public
143361,3.0,Public
301623,4.0,Private
154207,5.0,Private
146490,4.0,Private
159053,4.0,Private
100972,5.0,Private
133094,4.0,Private
317971,4.0,Public
92443,5.0,Private
58350,2.0,Private
228487,5.0,Private
161796,1.0,Private
117884,3.0,Private
285272,5.0,Private
250799,4.0,Private
247781,1.0,Private
146452,5.0,Private
290206,5.0,Private
60518,1.0,Public
113180,5.0,Private
127528,1.0,Public
67996,5.0,Private
195045,3.0,Private
368681,5.0,Private
237043,5.0,Private
331846,3.0,Public
66801,5.0,Public
182032,5.0,Public
322719,5.0,Public
202164,2.0,Private
221726,3.0,Private
35096,3.0,Public
47251,2.0,Private
169430,5.0,Private
383463,5.0,Private
147054,1.0,Private
185112,5.0,Private
318643,3.0,Public
359727,3.0,Public
20784,1.0,Private
364658,3.0,Private
261400,5.0,Private
276231,4.0,Private
48130,4.0,Public
318377,4.0,Public
316435,4.0,Private
32865,4.0,Private
150073,5.0,Private
343061,5.0,Private
87178,3.0,Private
165453,1.0,Public
285707,4.0,Private
323279,3.0,Private
62209,3.0,Private
68882,4.0,Public
243652,2.0,Private
118547,2.0,Private
102762,5.0,Private
9711,2.0,Private
245865,5.0,Private
166447,4.0,Public
104388,4.0,Public
348582,4.0,Public
143807,3.0,Public
115802,2.0,Private
137063,5.0,Private
367763,4.0,Public
220255,2.0,Private
42381,5.0,Public
169417,2.0,Private
18981,5.0,Private
87960,4.0,Private
81753,4.0,Private
102957,4.0,Public
264470,2.0,Private
374616,4.0,Private
147133,2.0,Public
341935,4.0,Public
150078,1.0,Public
110514,4.0,Private
191674,5.0,Public
125988,4.0,Private
274173,5.0,Private
170930,5.0,Private
33863,4.0,Private
209024,5.0,Public
114138,4.0,Private
10855,4.0,Public
19518,5.0,Public
42725,5.0,Private
49499,3.0,Private
45357,1.0,Public
179236,4.0,Private
61491,3.0,Public
236122,2.0,Private
275417,2.0,Public
117647,4.0,Private
165858,3.0,Private
299473,5.0,Private
210999,4.0,Private
100413,3.0,Private
330338,1.0,Private
380708,5.0,Private
342046,1.0,Private
172455,3.0,Public
275342,4.0,Public
262613,1.0,Private
190025,3.0,Public
211639,3.0,Private
148456,4.0,Public
282998,2.0,Public
208880,4.0,Public
358117,4.0,Public
321455,4.0,Public
319669,2.0,Private
33739,5.0,Private
326823,5.0,Private
343456,5.0,Private
202475,3.0,Private
243857,5.0,Private
381525,5.0,Public
162614,4.0,Public
115917,3.0,Private
189034,4.0,Private
233384,3.0,Private
104896,1.0,Private
353808,1.0,Private
193522,5.0,Private
279187,5.0,Private
196693,5.0,Public
386786,5.0,Public
200840,4.0,Public
30979,3.0,Public
131774,5.0,Public
180936,4.0,Private
100161,5.0,Public
127643,5.0,Private
33442,5.0,Public
244032,5.0,Private
344686,5.0,Private
147148,4.0,Private
108077,4.0,Private
165177,5.0,Public
332125,2.0,Public
190754,4.0,Private
126807,1.0,Public
348232,4.0,Public
159330,4.0,Private
63185,3.0,Private
321066,3.0,Public
160236,4.0,Private
102811,5.0,Private
190169,3.0,Public
41558,4.0,Public
92596,2.0,Private
249209,4.0,Private
182607,5.0,Private
32532,3.0,Private
224250,5.0,Private
281784,5.0,Public
194569,1.0,Private
11325,1.0,Private
33248,5.0,Private
282188,1.0,Public
200343,4.0,Private
337470,1.0,Private
204384,5.0,Public
336332,3.0,Public
241678,5.0,Private
56512,4.0,Private
362630,1.0,Private
173620,1.0,Public
22766,5.0,Private
99388,4.0,Private
25538,5.0,Private
372674,4.0,Private
77225,1.0,Private
314889,2.0,Private
250133,5.0,Private
146929,5.0,Private
342958,4.0,Public
54574,4.0,Private
2534,5.0,Private
269767,1.0,Public
252707,3.0,Private
89876,5.0,Private
357871,5.0,Private
362422,5.0,Private
24791,2.0,Private
252147,3.0,Private
184049,5.0,Private
263104,2.0,Private
91605,4.0,Public
155145,2.0,Public
249166,4.0,Private
62641,1.0,Private
322587,2.0,Private
298174,5.0,Private
92525,3.0,Private
37125,5.0,Private
54157,5.0,Private
188526,4.0,Private
27275,4.0,Private
68842,5.0,Private
372592,1.0,Private
240524,2.0,Private
350639,2.0,Private
172297,1.0,Private
337572,5.0,Public
323981,1.0,Private
95194,2.0,Private
100169,1.0,Public
95606,5.0,Private
102640,5.0,Private
189269,5.0,Private
192905,4.0,Private
112670,2.0,Private
89351,3.0,Private
68707,1.0,Private
227243,3.0,Private
208507,4.0,Private
222192,5.0,Private
219081,5.0,Private
216789,5.0,Private
284479,1.0,Private
1724,1.0,Private
60017,4.0,Public
114439,4.0,Public
22471,5.0,Public
243216,1.0,Private
202052,2.0,Private
191263,4.0,Private
23778,5.0,Public
369686,4.0,Public
139771,5.0,Private
6304,4.0,Private
122108,1.0,Public
139952,5.0,Private
219861,5.0,Private
103538,4.0,Public
174193,1.0,Private
267173,5.0,Private
167898,2.0,Private
362770,5.0,Private
387274,3.0,Private
243121,4.0,Public
208326,5.0,Private
134866,3.0,Private
316168,3.0,Private
176407,5.0,Private
148586,3.0,Private
205114,4.0,Private
154857,4.0,Private
142963,5.0,Private
256799,1.0,Private
343971,3.0,Public
329678,3.0,Private
214271,2.0,Private
375479,5.0,Public
326457,3.0,Private
272129,2.0,Private
211934,2.0,Private
73080,4.0,Public
198576,5.0,Public
271207,5.0,Private
285894,4.0,Private
102244,4.0,Public
87140,3.0,Private
96118,5.0,Private
306403,3.0,Private
154417,3.0,Private
349256,2.0,Private
232655,2.0,Private
308502,5.0,Private
383555,5.0,Private
310500,1.0,Private
101733,5.0,Public
231258,4.0,Private
364949,4.0,Public
199215,2.0,Private
196581,2.0,Private
13319,4.0,Private
23080,2.0,Private
140303,1.0,Public
194103,5.0,Public
114750,1.0,Public
296955,3.0,Public
96753,2.0,Public
303880,5.0,Public
51232,4.0,Private
17296,4.0,Private
82365,4.0,Private
32045,4.0,Private
340076,3.0,Private
294085,5.0,Private
353051,5.0,Private
231748,5.0,Private
28441,4.0,Private
102779,3.0,Private
262561,5.0,Public
184074,5.0,Private
304195,5.0,Public
128640,2.0,Private
100423,2.0,Public
54065,4.0,Public
73184,3.0,Private
159414,5.0,Private
106407,5.0,Private
290380,5.0,Public
7849,5.0,Private
326287,1.0,Private
218353,3.0,Private
158935,5.0,Private
78415,5.0,Private
170924,2.0,Private
215295,5.0,Private
119379,4.0,Private
20470,4.0,Private
351795,4.0,Private
180104,1.0,Private
362942,5.0,Private
312914,3.0,Private
13198,4.0,Private
292064,1.0,Private
185445,4.0,Private
59970,3.0,Private
345855,1.0,Private
16939,2.0,Public
849,3.0,Private
159923,3.0,Private
384714,5.0,Private
39781,4.0,Public
297386,5.0,Private
255380,3.0,Public
265941,1.0,Private
228581,4.0,Public
202908,4.0,Private
133659,5.0,Private
326336,4.0,Private
373843,5.0,Public
191160,2.0,Private
29786,5.0,Public
220965,1.0,Public
201234,5.0,Public
77765,3.0,Private
48137,1.0,Private
244173,4.0,Private
272106,5.0,Public
94729,3.0,Private
51783,4.0,Private
221482,5.0,Private
162305,3.0,Private
239970,1.0,Private
234763,4.0,Private
236050,3.0,Private
202223,3.0,Private
130659,2.0,Private
210423,5.0,Private
74301,5.0,Private
44603,3.0,Private
327471,3.0,Private
54586,1.0,Private
91716,5.0,Private
130263,2.0,Private
57612,4.0,Private
350572,4.0,Private
136424,5.0,Public
279443,4.0,Private
121842,1.0,Private
370945,1.0,Public
258901,5.0,Private
31844,4.0,Private
126051,3.0,Private
97502,2.0,Private
340242,4.0,Private
239207,4.0,Private
20706,5.0,Public
272267,5.0,Private
60067,4.0,Private
58015,3.0,Private
136900,4.0,Public
5686,1.0,Private
137786,3.0,Private
58223,4.0,Private
264056,5.0,Public
21370,3.0,Private
196972,2.0,Private
296355,1.0,Private
316851,1.0,Private
21510,4.0,Private
126202,5.0,Private
287905,5.0,Private
88300,4.0,Private
127952,4.0,Private
139404,5.0,Private
50843,5.0,Private
37687,2.0,Private
321404,4.0,Private
268003,5.0,Private
180477,5.0,Public
48343,5.0,Public
54757,4.0,Private
78731,3.0,Private
199310,5.0,Public
4741,5.0,Private
372987,2.0,Public
352319,2.0,Private
333430,1.0,Private
160586,1.0,Private
241987,2.0,Private
302957,2.0,Public
363150,1.0,Public
77790,3.0,Private
386770,3.0,Public
283894,5.0,Private
178799,4.0,Private
367969,3.0,Private
338828,5.0,Public
230616,4.0,Private
368896,5.0,Public
263154,5.0,Public
274842,5.0,Private
328645,2.0,Public
358303,3.0,Private
254136,1.0,Private
63057,1.0,Private
382826,4.0,Public
280463,2.0,Private
259679,1.0,Private
198598,1.0,Private
265095,5.0,Public
186104,4.0,Private
193116,2.0,Public
141001,1.0,Private
135039,3.0,Private
324174,4.0,Private
198583,5.0,Private
277908,5.0,Private
39452,3.0,Private
49706,4.0,Private
84833,2.0,Private
64685,4.0,Private
152538,4.0,Private
338850,2.0,Private
226494,4.0,Public
187465,5.0,Private
216177,4.0,Public
359373,5.0,Private
279453,4.0,Private
111375,5.0,Public
